開始日-終了日,作品名,制作会社,主放送局・系列,話数,放送期間,リンク
4月10日 - 9月25日,富豪刑事 Balance:UNLIMITED,CloverWorks,CX,全11話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%AF%8C%E8%B1%AA%E5%88%91%E4%BA%8B
4月10日 - 9月25日,天晴爛漫!,P.A.WORKS,AT-X、TOKYO MXほか,全13話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A4%A9%E6%99%B4%E7%88%9B%E6%BC%AB!
4月11日 - 7月4日,アルゴナビス from BanG Dream!,サンジゲン,MBS,全13話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/ARGONAVIS_from_BanG_Dream!
4月11日 - 6月27日,かぐや様は告らせたい？〜天才たちの恋愛頭脳戦〜,A-1 Pictures,TOKYO MX、MBSほか,全12話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%90%E3%82%84%E6%A7%98%E3%81%AF%E5%91%8A%E3%82%89%E3%81%9B%E3%81%9F%E3%81%84%E3%80%9C%E5%A4%A9%E6%89%8D%E3%81%9F%E3%81%A1%E3%81%AE%E6%81%8B%E6%84%9B%E9%A0%AD%E8%84%B3%E6%88%A6%E3%80%9C
4月11日 - 9月26日,ハクション大魔王2020,タツノコプロ、日本アニメーション,YTV,全20話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E5%A4%A7%E9%AD%94%E7%8E%8B
4月11日 - 9月26日,食戟のソーマ 豪の皿,J.C.STAFF,TOKYO MX、BS11,全13話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%A3%9F%E6%88%9F%E3%81%AE%E3%82%BD%E3%83%BC%E3%83%9E_(%E3%82%A2%E3%83%8B%E3%83%A1)
4月11日 - 8月27日,ガンダムビルドダイバーズRe:RISE（第2期）,SUNRISE BEYOND,BS11、TOKYO MX,全13話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E3%83%93%E3%83%AB%E3%83%89%E3%83%80%E3%82%A4%E3%83%90%E3%83%BC%E3%82%BARe:RISE
4月12日 - 7月5日,ULTRAMAN,Production I.G、SOLA DIGITAL ARTS,TOKYO MX、BS11,全13話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/ULTRAMAN_(%E6%BC%AB%E7%94%BB)
4月13日 - 6月29日,啄木鳥探偵處,ライデンフィルム,TOKYO MX、BSフジほか,全12話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%95%84%E6%9C%A8%E9%B3%A5%E6%8E%A2%E5%81%B5%E8%99%95
4月16日 - 2021年4月1日,ゾゾゾ ゾンビーくん,J.C.STAFF,TX,全47話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%BE%E3%82%BE%E3%82%BE_%E3%82%BE%E3%83%B3%E3%83%93%E3%83%BC%E3%81%8F%E3%82%93
4月16日 - 9月24日,テレビ野郎 ナナーナ 怪物クラーケンを追え!,studio crocodile,TX,全24話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%AC%E3%83%93%E9%87%8E%E9%83%8E_%E3%83%8A%E3%83%8A%E3%83%BC%E3%83%8A
4月20日 - 11月2日,別冊オリンピア・キュクロス,電通,TOKYO MX,全24話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%82%A2%E3%83%BB%E3%82%AD%E3%83%A5%E3%82%AF%E3%83%AD%E3%82%B9
5月30日 - 11月28日,カードファイト!! ヴァンガード 外伝 イフ-if-,OLM,TVA,全25話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%89%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88!!_%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%89_(2018%E5%B9%B4%E3%81%AE%E3%82%A2%E3%83%8B%E3%83%A1)
6月8日 - 6月12日,大家さんと僕（第2期）,ファンワークス,NHK総合,全5話,2020年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%AE%B6%E3%81%95%E3%82%93%E3%81%A8%E5%83%95
7月1日 - 12月31日,耐え子の日常（第2期）,DLE,TOKYO MX,全132話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E8%80%90%E3%81%88%E5%AD%90%E3%81%AE%E6%97%A5%E5%B8%B8
7月1日 - 2021年3月31日,おばけずかん,ファンワークス,TX,全39話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%8A%E3%81%B0%E3%81%91%E3%81%9A%E3%81%8B%E3%82%93
7月2日 - 10月5日,HERO MASK,スタジオぴえろ,TOKYO MX,全15話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/HERO_MASK
7月4日 - 9月26日,ド級編隊エグゼロス,project No.9,TOKYO MX、BS11、AT-Xほか,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%89%E7%B4%9A%E7%B7%A8%E9%9A%8A%E3%82%A8%E3%82%B0%E3%82%BC%E3%83%AD%E3%82%B9
7月4日 - 12月12日,炎炎ノ消防隊 弐ノ章,david production,MBS,全24話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%82%8E%E7%82%8E%E3%83%8E%E6%B6%88%E9%98%B2%E9%9A%8A
7月4日 - 9月26日,アラド:逆転の輪,ライデンフィルム,TX,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%89%E6%88%A6%E8%A8%98
7月4日 - 9月26日,魔王学院の不適合者 〜史上最強の魔王の始祖、転生して子孫たちの学校へ通う〜,SILVER LINK.,TOKYO MX、BS11、AT-Xほか,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E7%8E%8B%E5%AD%A6%E9%99%A2%E3%81%AE%E4%B8%8D%E9%81%A9%E5%90%88%E8%80%85_%E3%80%9C%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%BC%B7%E3%81%AE%E9%AD%94%E7%8E%8B%E3%81%AE%E5%A7%8B%E7%A5%96%E3%80%81%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%A6%E5%AD%90%E5%AD%AB%E3%81%9F%E3%81%A1%E3%81%AE%E5%AD%A6%E6%A0%A1%E3%81%B8%E9%80%9A%E3%81%86%E3%80%9C
7月4日 - 9月21日,Lapis Re:LiGHTs,横浜アニメーションラボ,TOKYO MX、BS11、AT-X,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%94%E3%82%B9%E3%83%AA%E3%83%A9%E3%82%A4%E3%83%84_%E3%80%9C%E3%81%93%E3%81%AE%E4%B8%96%E7%95%8C%E3%81%AE%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%E3%81%AF%E9%AD%94%E6%B3%95%E3%81%8C%E4%BD%BF%E3%81%88%E3%82%8B%E3%80%9C
7月6日 - 9月28日,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,MAPPA,AT-X、TOKYO MX,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B4%E3%83%83%E3%83%89%E3%83%BB%E3%82%AA%E3%83%96%E3%83%BB%E3%83%8F%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB
7月6日 - 8月31日,巨人族の花嫁,studio HōKIBOSHI,TOKYO MX,全9話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%B7%A8%E4%BA%BA%E6%97%8F%E3%81%AE%E8%8A%B1%E5%AB%81
7月6日 - 9月28日,超普通都市カシワ伝説R,超普通スタジオ,CTV,全10話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/w/index.php?title=%E8%B6%85%E6%99%AE%E9%80%9A%E9%83%BD%E5%B8%82%E3%82%AB%E3%82%B7%E3%83%AF%E4%BC%9D%E8%AA%ACR&action=edit&redlink=1
7月7日 - 9月29日,バキ（第2期）,TMS/だぶるいーぐる,TOKYO MXほか,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%A9%E3%83%83%E3%83%97%E3%83%A9%E3%83%BC%E5%88%83%E7%89%99
7月7日 - 9月22日,ムヒョとロージーの魔法律相談事務所（第2期）,スタジオディーン,ANIMAX、BSスカパー!,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%92%E3%83%A7%E3%81%A8%E3%83%AD%E3%83%BC%E3%82%B8%E3%83%BC%E3%81%AE%E9%AD%94%E6%B3%95%E5%BE%8B%E7%9B%B8%E8%AB%87%E4%BA%8B%E5%8B%99%E6%89%80
7月7日 - 12月29日,BanG Dream! ガルパ☆ピコ 〜大盛り〜,DMM.futureworks/ダブトゥーンスタジオ、サンジゲン,TOKYO MX、SUN,全26話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%B3%E3%83%89%E3%83%AA!_%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%90%E3%83%B3%E3%83%89%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3!
7月7日 - 9月22日,うまよん,DMM.futureworks/ダブトゥーンスタジオ,TOKYO MX、BS11、AT-X,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%A6%E3%83%9E%E5%A8%98_%E3%83%97%E3%83%AA%E3%83%86%E3%82%A3%E3%83%BC%E3%83%80%E3%83%BC%E3%83%93%E3%83%BC
7月8日 - 9月9日,戦乙女の食卓,miHoYoAnime,BS日テレ,全10話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%88%A6%E4%B9%99%E5%A5%B3%E3%81%AE%E9%A3%9F%E5%8D%93
7月8日 - 9月30日,異常生物見聞録,MMT Technology,BSフジ,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E5%B8%B8%E7%94%9F%E7%89%A9%E8%A6%8B%E8%81%9E%E9%8C%B2
7月8日 - 9月30日,Re:ゼロから始める異世界生活（第2期第1クール）,WHITE FOX,AT-X、TOKYO MXほか,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/Re:%E3%82%BC%E3%83%AD%E3%81%8B%E3%82%89%E5%A7%8B%E3%82%81%E3%82%8B%E7%95%B0%E4%B8%96%E7%95%8C%E7%94%9F%E6%B4%BB_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月8日 - 9月23日,デカダンス,NUT,AT-X、TOKYO MX、BS11ほか,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%87%E3%82%AB%E3%83%80%E3%83%B3%E3%82%B9_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月9日 - 12月17日,GREAT PRETENDER,WIT STUDIO,CX,全23話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/GREAT_PRETENDER
7月10日 - 9月25日,宇崎ちゃんは遊びたい!,ENGI,AT-X、TOKYO MXほか,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%AE%87%E5%B4%8E%E3%81%A1%E3%82%83%E3%82%93%E3%81%AF%E9%81%8A%E3%81%B3%E3%81%9F%E3%81%84!
7月10日 - 9月25日,やはり、俺の青春ラブコメはまちがっている。完,feel.,TBS,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%84%E3%81%AF%E3%82%8A%E4%BF%BA%E3%81%AE%E9%9D%92%E6%98%A5%E3%83%A9%E3%83%96%E3%82%B3%E3%83%A1%E3%81%AF%E3%81%BE%E3%81%A1%E3%81%8C%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%80%82
7月10日 - 9月25日,ノー・ガンズ・ライフ（第2期）,マッドハウス,TBS、AT-Xほか,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%8E%E3%83%BC%E3%83%BB%E3%82%AC%E3%83%B3%E3%82%BA%E3%83%BB%E3%83%A9%E3%82%A4%E3%83%95
7月11日 - 9月26日,彼女、お借りします（第1期）,トムス・エンタテインメント,MBS,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%BD%BC%E5%A5%B3%E3%80%81%E3%81%8A%E5%80%9F%E3%82%8A%E3%81%97%E3%81%BE%E3%81%99
7月11日 - 9月12日,GETUP! GETLIVE! #げらげら,スペルバウンド,MBS,全10話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/GETUP!_GETLIVE!
7月11日 - 9月26日,ピーター・グリルと賢者の時間,WolfsBane,TOKYO MX、AT-X、GYT,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%94%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%BB%E3%82%B0%E3%83%AA%E3%83%AB%E3%81%A8%E8%B3%A2%E8%80%85%E3%81%AE%E6%99%82%E9%96%93
7月12日 - 9月19日,ソードアート・オンライン-アリシゼーション- War of Underworld（第2クール）,A-1 Pictures,TOKYO MX、BS11ほか,全11話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%BC%E3%83%89%E3%82%A2%E3%83%BC%E3%83%88%E3%83%BB%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月12日 - 9月27日,モンスター娘のお医者さん,アルボアニメーション,TOKYO MX、BS11、AT-Xほか,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E5%A8%98%E3%81%AE%E3%81%8A%E5%8C%BB%E8%80%85%E3%81%95%E3%82%93
7月12日 - 9月27日,A.I.C.O. Incarnation,ボンズ,TOKYO MX、BS11、MBS,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/A.I.C.O._Incarnation
7月13日 - 10月26日,忍者コレクション,ILCA,TX,全13話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/w/index.php?title=%E5%BF%8D%E8%80%85%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3&action=edit&redlink=1
7月15日 - 9月30日,ジビエート,スタジオエル、ランチ・BOX,TOKYO MX、AT-X、BSフジ,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/GIBIATE_PROJECT
7月16日 - 10月1日,恋とプロデューサー〜EVOL×LOVE〜,MAPPA,TOKYO MX、SUN、AT-X、BS日テレ,全12話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%81%8B%E3%81%A8%E3%83%97%E3%83%AD%E3%83%87%E3%83%A5%E3%83%BC%E3%82%B5%E3%83%BC%E3%80%9CEVOL%C3%97LOVE%E3%80%9C
9月7日 - 9月21日,オオカミさんは食べられたい,PEAK HUNT,TOKYO MX,全3話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%AA%E3%82%AB%E3%83%9F%E3%81%95%E3%82%93%E3%81%AF%E9%A3%9F%E3%81%B9%E3%82%89%E3%82%8C%E3%81%9F%E3%81%84%E3%80%9C%E4%B8%8D%E5%99%A8%E7%94%A8%E5%A5%B3%E5%AD%90%E3%81%A8%E3%83%98%E3%82%BF%E3%83%AC%E6%95%99%E5%B8%AB%E3%80%81%E4%BB%8A%E5%A4%9C%E5%88%9D%E4%BD%93%E9%A8%93%E3%81%97%E3%81%BE%E3%81%99%E3%80%82
9月8日 -,ふしぎ駄菓子屋 銭天堂,東映アニメーション、カナバングラフィックス→ぎゃろっぷ,NHK Eテレ,,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%B5%E3%81%97%E3%81%8E%E9%A7%84%E8%8F%93%E5%AD%90%E5%B1%8B_%E9%8A%AD%E5%A4%A9%E5%A0%82
9月25日 - 2021年3月26日,かいじゅうステップ ワンダバダ（第2期）,ウサギ王,NHK Eテレ,全26話,2020年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%84%E3%81%98%E3%82%85%E3%81%86%E3%82%B9%E3%83%86%E3%83%83%E3%83%97
10月1日 - 2021年3月19日,ひぐらしのなく頃に 業,パッショーネ,TOKYO MX、BS11、SUN、AT-X,全24話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%81%B2%E3%81%90%E3%82%89%E3%81%97%E3%81%AE%E3%81%AA%E3%81%8F%E9%A0%83%E3%81%AB_(%E3%82%A2%E3%83%8B%E3%83%A1)
10月2日 - 12月18日,100万の命の上に俺は立っている（第1期）,MAHO FILM,TOKYO MX、BS11、MBSほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/100%E4%B8%87%E3%81%AE%E5%91%BD%E3%81%AE%E4%B8%8A%E3%81%AB%E4%BF%BA%E3%81%AF%E7%AB%8B%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B
10月2日 - 12月18日,兄に付ける薬はない!4,イマジニア、ファンワークス,TOKYO MX,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E5%85%84%E3%81%AB%E4%BB%98%E3%81%91%E3%82%8B%E8%96%AC%E3%81%AF%E3%81%AA%E3%81%84!
10月2日 - 12月18日,魔女の旅々,C2C,AT-X、TOKYO MXほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E5%A5%B3%E3%81%AE%E6%97%85%E3%80%85
10月2日 - 12月25日,アサルトリリィ BOUQUET,シャフト,TBSほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%B5%E3%83%AB%E3%83%88%E3%83%AA%E3%83%AA%E3%82%A3
10月3日 - 12月26日,『ヒプノシスマイク -Division Rap Battle-』Rhyme Anima,A-1 Pictures,TOKYO MXほか,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%80%8E%E3%83%92%E3%83%97%E3%83%8E%E3%82%B7%E3%82%B9%E3%83%9E%E3%82%A4%E3%82%AF_-Division_Rap_Battle-%E3%80%8FRhyme_Anima
10月3日 - 12月19日,ダンジョンに出会いを求めるのは間違っているだろうかIII,J.C.STAFF,TOKYO MXほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%B3%E3%82%B8%E3%83%A7%E3%83%B3%E3%81%AB%E5%87%BA%E4%BC%9A%E3%81%84%E3%82%92%E6%B1%82%E3%82%81%E3%82%8B%E3%81%AE%E3%81%AF%E9%96%93%E9%81%95%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8BIII
10月3日 - 2021年3月27日,キングスレイド 意志を継ぐものたち,OLM、SUNRISE BEYOND,TX,全26話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%83%AC%E3%82%A4%E3%83%89
10月3日 - 12月19日,レヱル・ロマネスク,サエッタ,TOKYO MX,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%B1%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%9E%E3%83%8D%E3%82%B9%E3%82%AF
10月3日 - 2021年3月27日,呪術廻戦（第1期）,MAPPA,MBS,全24話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E5%91%AA%E8%A1%93%E5%BB%BB%E6%88%A6_(%E3%82%A2%E3%83%8B%E3%83%A1)
10月3日 - 12月19日,トニカクカワイイ（第1期）,Seven Arcs,TOKYO MX、YTV、BS日テレ、AT-X,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%8B%E3%82%AB%E3%82%AF%E3%82%AB%E3%83%AF%E3%82%A4%E3%82%A4
10月3日 - 12月19日,ハイキュー!! TO THE TOP（第2クール）,Production I.G,MBS,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%A5%E3%83%BC!!
10月3日 - 2021年3月27日,犬と猫どっちも飼ってると毎日たのしい,チーム・ティルドーン,MBS,全24話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E7%8A%AC%E3%81%A8%E7%8C%AB%E3%81%A9%E3%81%A3%E3%81%A1%E3%82%82%E9%A3%BC%E3%81%A3%E3%81%A6%E3%82%8B%E3%81%A8%E6%AF%8E%E6%97%A5%E3%81%9F%E3%81%AE%E3%81%97%E3%81%84
10月3日 - 2022年10月22日,ドラゴンクエスト ダイの大冒険（第2作）,東映アニメーション,TX,全100話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/DRAGON_QUEST_-%E3%83%80%E3%82%A4%E3%81%AE%E5%A4%A7%E5%86%92%E9%99%BA-
10月3日 - 2021年3月20日,半妖の夜叉姫,サンライズ,YTV,全24話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E5%8D%8A%E5%A6%96%E3%81%AE%E5%A4%9C%E5%8F%89%E5%A7%AB
10月3日 - 12月26日,ラブライブ!虹ヶ咲学園スクールアイドル同好会（第1期）,サンライズ,TOKYO MXほか,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%96%E3%83%A9%E3%82%A4%E3%83%96!%E8%99%B9%E3%83%B6%E5%92%B2%E5%AD%A6%E5%9C%92%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%E5%90%8C%E5%A5%BD%E4%BC%9A
10月3日 - 12月26日,戦翼のシグルドリーヴァ,A-1 Pictures,TOKYO MX、BS11ほか,全13話[注4 1],2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E6%88%A6%E7%BF%BC%E3%81%AE%E3%82%B7%E3%82%B0%E3%83%AB%E3%83%89%E3%83%AA%E3%83%BC%E3%83%B4%E3%82%A1
10月4日 - 12月27日,魔法科高校の劣等生 来訪者編,エイトビット,TOKYO MXほか,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E7%A7%91%E9%AB%98%E6%A0%A1%E3%81%AE%E5%8A%A3%E7%AD%89%E7%94%9F_%E6%9D%A5%E8%A8%AA%E8%80%85%E7%B7%A8
10月4日 - 12月20日,いわかける! - Sport Climbing Girls -,BLADE,ABC,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%81%84%E3%82%8F%E3%81%8B%E3%81%91%E3%82%8B!_-_Sport_Climbing_Girls_-
10月4日 - 12月27日,無能なナナ,ブリッジ,AT-X、TOKYO MX、BSフジほか,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E7%84%A1%E8%83%BD%E3%81%AA%E3%83%8A%E3%83%8A
10月4日 - 12月27日,かえるのピクルス -きもちのいろ-,サニーガーペン,BS12 トゥエルビ,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%88%E3%82%8B%E3%81%AE%E3%83%94%E3%82%AF%E3%83%AB%E3%82%B9
10月4日 - 12月20日,神達に拾われた男,MAHO FILM,TOKYO MX、BSフジ、J:COMテレビ,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E7%A5%9E%E9%81%94%E3%81%AB%E6%8B%BE%E3%82%8F%E3%82%8C%E3%81%9F%E7%94%B7
10月5日 - 12月21日,秘密結社鷹の爪 ～ゴールデン・スペル～,蛙男商会、DLE,TOKYO MX,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E7%A7%98%E5%AF%86%E7%B5%90%E7%A4%BE%E9%B7%B9%E3%81%AE%E7%88%AA
10月5日 - 10月26日,モグモグモギュー,小学館ミュージック&デジタル エンタテイメント,TX,全4話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%A2%E3%82%B0%E3%83%A2%E3%82%B0%E3%83%A2%E3%82%AE%E3%83%A5%E3%83%BC
10月5日 - 11月23日,大人にゃ恋の仕方がわからねぇ!,エーテル・キトゥン,TOKYO MX,全8話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%BA%BA%E3%81%AB%E3%82%83%E6%81%8B%E3%81%AE%E4%BB%95%E6%96%B9%E3%81%8C%E3%82%8F%E3%81%8B%E3%82%89%E3%81%AD%E3%81%87!
10月5日 - 12月21日,エタニティ 〜深夜の濡恋ちゃんねる♡〜,アニメーションスタジオ・セブン,TOKYO MX、AT-X,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%BF%E3%83%8B%E3%83%86%E3%82%A3_%E3%80%9C%E6%B7%B1%E5%A4%9C%E3%81%AE%E6%BF%A1%E6%81%8B%E3%81%A1%E3%82%83%E3%82%93%E3%81%AD%E3%82%8B%E2%99%A1%E3%80%9C
10月5日 - 12月21日,ゴールデンカムイ（第3期）,ジェノスタジオ,TOKYO MXほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%87%E3%83%B3%E3%82%AB%E3%83%A0%E3%82%A4
10月6日 - 12月22日,魔王城でおやすみ,動画工房,TX,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E7%8E%8B%E5%9F%8E%E3%81%A7%E3%81%8A%E3%82%84%E3%81%99%E3%81%BF
10月6日 - 12月22日,池袋ウエストゲートパーク,動画工房,AT-X、TOKYO MXほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E6%B1%A0%E8%A2%8B%E3%82%A6%E3%82%A8%E3%82%B9%E3%83%88%E3%82%B2%E3%83%BC%E3%83%88%E3%83%91%E3%83%BC%E3%82%AF
10月6日 - 12月29日,どうしても干支にはいりたい2,ポリアンナグラフィックス,AT-X,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%81%A9%E3%81%86%E3%81%97%E3%81%A6%E3%82%82%E5%B9%B2%E6%94%AF%E3%81%AB%E3%81%AF%E3%81%84%E3%82%8A%E3%81%9F%E3%81%84
10月6日 - 12月22日,One Room サードシーズン,ゼロジー,TOKYO MX、BS日テレ,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/One_Room
10月7日 - 12月30日,ツキウタ。 THE ANIMATION2,Children's Playground Entertainment,TOKYO MXほか,全13話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%84%E3%82%AD%E3%82%A6%E3%82%BF%E3%80%82
10月7日 - 12月23日,くまクマ熊ベアー,EMTスクエアード,TOKYO MX、AT-Xほか,全12話,2020年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%81%8F%E3%81%BE%E3%82%AF%E3%83%9E%E7%86%8A%E3%83%99%E3%82%A2%E3%83%BC
